customerId,DistinctItems,DistinctLocs,NetSpend,DistinctCities,DistinctState,DaysSinceCustContact,dillards_crd,t_email_read_Percent,Subscribed
220362069,0,0,0,0,0,676,0,100,0
225692457,0,0,0,0,0,167,1,100,0
226360887,0,0,0,0,0,99,0,100,0
165172588,0,0,0,0,0,4619,1,100,1
219602070,0,0,0,0,0,749,0,100,1
215687965,0,0,0,0,0,1041,0,100,0
221715815,0,0,0,0,0,550,0,100,0
226344690,0,0,0,0,0,101,0,100,0
210513086,0,0,0,0,0,6470,1,100,1
213408475,0,0,0,0,0,1231,0,100,0
225685542,0,0,0,0,0,169,0,100,0
206396749,0,0,0,0,0,1710,0,100,0
217463984,0,0,0,0,0,935,0,100,1
225594054,0,0,0,0,0,178,0,86,0
179929466,0,0,0,0,0,4003,0,85,0
201266521,0,0,0,0,0,2035,0,81,0
225104750,0,0,0,0,0,227,0,81,0
180588732,0,0,0,0,0,4929,1,75,0
151110993,0,0,0,0,0,4539,0,75,0
210253483,0,0,0,0,0,1440,0,73,0
193318689,0,0,0,0,0,2715,0,67,0
175777596,0,0,0,0,0,4178,0,67,0
195472833,0,0,0,0,0,2463,0,67,0
186523304,0,0,0,0,0,3464,1,63,0
225819223,0,0,0,0,0,155,0,53,0
226317316,0,0,0,0,0,103,0,50,0
123750279,0,0,0,0,0,6470,1,50,1
213215278,0,0,0,0,0,1245,0,50,1
224963284,0,0,0,0,0,242,0,50,1
161123908,0,0,0,0,0,4898,0,50,0
197875736,0,0,0,0,0,2253,0,50,0
226239434,0,0,0,0,0,113,0,43,0
220285989,0,0,0,0,0,677,0,40,0
226030761,0,0,0,0,0,134,0,36,0
225615905,0,0,0,0,0,175,0,35,0
122577131,0,0,0,0,0,6277,0,33,0
196750259,0,0,0,0,0,2330,1,33,0
226251749,0,0,0,0,0,111,0,33,0
226262110,0,0,0,0,0,109,0,33,0
148827361,0,0,0,0,0,5513,0,33,0
174489869,0,0,0,0,0,4269,0,33,0
201529604,0,0,0,0,0,2028,1,31,0
214553917,0,0,0,0,0,1133,0,30,0
226211928,0,0,0,0,0,115,0,29,0
205582209,0,0,0,0,0,1756,0,29,0
226092139,0,0,0,0,0,129,0,27,0
209870220,0,0,0,0,0,1475,1,27,0
211911499,0,0,0,0,0,1344,1,25,0
226311670,0,0,0,0,0,104,0,25,0
215550024,0,0,0,0,0,1049,0,24,0
225619123,0,0,0,0,0,175,0,22,0
226309084,0,0,0,0,0,105,0,20,1
225448562,0,0,0,0,0,193,0,17,0
128921392,0,0,0,0,0,6470,1,17,0
189194716,0,0,0,0,0,3163,0,14,0
225604456,0,0,0,0,0,179,1,13,1
225551619,0,0,0,0,0,182,0,13,0
202266161,0,0,0,0,0,1979,0,13,0
225895963,0,0,0,0,0,148,0,12,1
222402204,0,0,0,0,0,477,0,11,0
215902616,0,0,0,0,0,1028,0,11,0
225154274,0,0,0,0,0,222,0,11,0
195057487,0,0,0,0,0,2498,1,11,0
224984666,0,0,0,0,0,239,0,11,0
226154995,0,0,0,0,0,122,0,10,0
226146605,0,0,0,0,0,122,0,10,0
214736312,0,0,0,0,0,1116,1,10,1
201091522,0,0,0,0,0,2043,0,8,0
225946565,0,0,0,0,0,144,0,8,0
186655897,0,0,0,0,0,3450,0,7,0
225322499,0,0,0,0,0,207,0,6,0
222400390,0,0,0,0,0,476,0,5,0
223997783,0,0,0,0,0,316,0,4,0
150073325,0,0,0,0,0,5311,0,0,0
189131409,0,0,0,0,0,3180,0,0,0
202716784,0,0,0,0,0,2040,0,0,0
215174029,0,0,0,0,0,1077,0,0,0
224822961,0,0,0,0,0,257,0,0,0
224927876,0,0,0,0,0,246,0,0,0
224974824,0,0,0,0,0,241,0,0,0
225139222,0,0,0,0,0,223,0,0,0
226287215,0,0,0,0,0,108,0,0,0
226352291,0,0,0,0,0,102,1,0,0
121810765,0,0,0,0,0,6470,1,0,1
129293093,0,0,0,0,0,6470,0,0,1
215736173,0,0,0,0,0,1039,0,0,1
216842243,0,0,0,0,0,977,0,0,1
224989782,0,0,0,0,0,239,0,0,1
225099028,0,0,0,0,0,228,0,0,1
225256721,0,0,0,0,0,213,0,0,1
226126234,0,0,0,0,0,124,0,0,1
218537410,0,0,0,0,0,846,1,0,0
226360758,0,0,0,0,0,99,0,0,0
225325268,0,0,0,0,0,207,0,0,0
225422350,0,0,0,0,0,196,0,0,0
226124599,0,0,0,0,0,125,0,0,0
226123979,0,0,0,0,0,124,0,0,0
226227349,0,0,0,0,0,114,0,0,0
226295416,0,0,0,0,0,107,0,0,0
224754006,0,0,0,0,0,266,0,0,1
226031632,0,0,0,0,0,135,0,0,0
225396974,0,0,0,0,0,199,0,0,1
225857905,0,0,0,0,0,151,0,0,0
226153672,0,0,0,0,0,123,0,0,0
162034533,0,0,0,0,0,4392,0,0,0
224936257,0,0,0,0,0,244,0,0,1
225945879,0,0,0,0,0,144,0,0,0
120783529,0,0,0,0,0,6470,0,0,0
226315877,0,0,0,0,0,104,0,0,0
213495704,0,0,0,0,0,1222,0,0,0
226308766,0,0,0,0,0,104,0,0,0
216653319,0,0,0,0,0,992,0,0,0
153308417,135,5,13634.9,4,3,5109,1,100,0
119973740,103,6,12161.92,6,3,6470,1,29,0
202980339,187,7,8564.93,5,4,1948,1,84,0
223630877,221,4,8298.99,3,3,356,1,53,0
127533010,84,7,8114.06,6,4,6470,1,79,0
223524747,183,4,7483.77,4,2,370,0,98,0
211522080,31,2,6922.24,2,2,1374,0,5,0
224913795,133,2,6192.62,2,2,248,0,5,0
187845517,48,2,6170.91,2,2,3345,0,28,0
117418489,103,1,5562.21,1,1,6470,1,2,0
116176589,177,13,5009.98,8,5,6470,1,4,0
117590780,88,6,4775.54,6,2,6470,0,10,0
118526828,74,3,4678.67,3,2,6470,1,11,0
116137137,9,2,3830.59,2,2,6470,1,9,1
116805766,49,2,3672.64,2,2,6169,1,41,0
122683123,56,4,3647.08,3,3,5365,1,96,0
142554625,60,1,3568.63,1,1,5858,1,0,0
137755386,49,3,3507.66,3,2,6334,0,100,0
122624752,49,6,3401.67,6,3,6470,0,77,0
223977329,107,2,3209.4,1,1,320,1,12,0
223560106,29,2,3112.82,2,2,363,0,10,1
212273675,88,2,2934.8,2,1,1315,0,0,0
220002174,24,1,2830.05,1,1,710,0,0,0
118199846,53,1,2815.34,1,1,6470,1,6,0
143009467,109,1,2814.78,1,1,6169,0,35,0
116181356,65,2,2805.67,2,2,6169,1,22,0
220081018,105,1,2753.33,1,1,699,1,0,0
143100063,30,2,2529.1,2,2,1605,0,27,1
163468192,52,1,2494.79,1,1,4682,0,56,0
219746931,75,3,2477.14,3,1,738,1,100,0
198793150,46,2,2435.36,2,1,2192,1,3,0
165256171,24,4,2423.57,4,3,6470,0,100,0
126775868,84,1,2410.73,1,1,6470,0,12,0
218320996,37,2,2358.15,2,1,864,0,67,1
